user_id,age,city_tier,signup_date,card_activated,upi_linked,referral_used
U0558,13,Tier 2,2024-06-25,0,0,0
U0559,21,Tier 1,2024-01-25,1,0,1
U0560,20,Tier 2,2024-08-24,0,0,1
U0561,20,Tier 1,2024-01-10,1,1,1
U0562,16,Tier 3,2024-01-17,0,1,1
U0563,15,Tier 1,2024-07-11,1,0,0
U0564,13,Tier 1,2024-05-26,1,1,0
U0565,17,Tier 3,2024-02-04,1,1,0
U0566,19,Tier 1,2024-08-23,0,1,0
U0567,18,Tier 2,2024-11-03,0,1,0
U0568,18,Tier 2,2024-10-15,1,1,1
U0569,23,Tier 3,2024-10-11,0,1,1
U0570,17,Tier 3,2024-10-10,1,1,1
U0571,19,Tier 3,2024-11-28,1,0,0
U0572,21,Tier 1,2024-11-24,0,1,1
U0573,18,Tier 3,2024-03-10,1,0,1
U0574,20,Tier 2,2024-09-20,1,1,0
U0575,22,Tier 2,2024-10-02,0,1,0
U0576,24,Tier 1,2024-12-09,0,1,0
U0577,15,Tier 2,2024-11-04,0,1,0
U0578,23,Tier 3,2024-03-25,0,1,0
U0579,18,Tier 3,2024-11-07,1,0,0
U0580,16,Tier 2,2024-09-21,0,0,0
U0581,18,Tier 1,2024-04-30,1,0,0
U0582,25,Tier 1,2024-05-31,0,1,1
U0583,18,Tier 3,2024-02-11,1,1,1
U0584,17,Tier 2,2024-10-03,1,1,1
U0585,20,Tier 2,2024-01-18,1,1,0
U0586,16,Tier 1,2024-11-21,1,1,0
U0587,14,Tier 2,2024-12-06,1,1,1
U0588,15,Tier 2,2024-06-09,0,1,1
U0589,15,Tier 3,2024-10-01,0,1,0
U0590,15,Tier 2,2024-10-03,1,1,0
U0591,15,Tier 1,2024-04-05,0,1,0
U0592,20,Tier 2,2024-03-24,1,1,0
U0593,15,Tier 1,2024-10-27,1,0,0
U0594,17,Tier 3,2024-02-11,1,1,0
U0595,23,Tier 1,2024-07-29,0,1,1
U0596,18,Tier 2,2024-07-19,0,1,1
U0597,20,Tier 1,2024-08-12,1,1,0
U0598,15,Tier 2,2024-02-16,1,0,0
U0599,15,Tier 2,2024-02-06,1,0,0
U0600,13,Tier 2,2024-03-28,1,1,0
U0601,15,Tier 1,2024-12-05,1,1,0
U0602,16,Tier 1,2024-05-25,1,0,1
U0603,15,Tier 1,2024-09-16,0,1,0
U0604,14,Tier 2,2024-04-07,0,0,0
U0605,15,Tier 1,2024-12-06,1,1,1
U0606,18,Tier 2,2024-07-05,1,1,0
U0607,16,Tier 3,2024-02-02,1,0,1
U0608,17,Tier 3,2024-02-09,0,1,1
U0609,18,Tier 2,2024-09-04,0,1,0
U0610,20,Tier 2,2024-04-04,0,1,0
U0611,13,Tier 1,2024-06-06,1,1,1
U0612,21,Tier 2,2024-09-27,0,0,0
U0613,20,Tier 3,2024-08-05,1,1,0
U0614,14,Tier 1,2024-11-30,1,1,0
U0615,22,Tier 2,2024-08-19,1,0,1
U0616,23,Tier 3,2024-12-13,1,1,1
U0617,14,Tier 3,2024-09-13,0,1,1
U0618,16,Tier 1,2024-02-14,0,0,0
U0619,21,Tier 2,2024-03-25,1,0,0
U0620,21,Tier 1,2024-08-18,1,1,0
U0621,15,Tier 1,2024-04-13,1,1,0
U0622,16,Tier 3,2024-02-09,1,0,0
U0623,17,Tier 3,2024-09-18,1,0,0
U0624,18,Tier 3,2024-03-27,0,0,0
U0625,19,Tier 1,2024-05-01,0,1,1
U0626,17,Tier 3,2024-10-31,0,1,1
U0627,18,Tier 2,2024-10-11,0,1,0
U0628,21,Tier 1,2024-03-15,1,0,0
U0629,13,Tier 2,2024-09-04,1,0,0
U0630,16,Tier 1,2024-05-29,1,1,0
U0631,20,Tier 3,2024-08-31,1,1,0
U0632,23,Tier 2,2024-09-07,0,1,0
U0633,19,Tier 1,2024-10-01,1,0,0
U0634,19,Tier 1,2024-07-01,1,1,0
U0635,14,Tier 1,2024-12-29,1,1,1
U0636,18,Tier 1,2024-09-08,0,1,1
U0637,19,Tier 2,2024-12-20,1,1,0
U0638,16,Tier 3,2024-08-03,0,1,1
U0639,16,Tier 1,2024-07-28,0,0,0
U0640,17,Tier 1,2024-09-24,1,0,1
U0641,13,Tier 2,2024-02-24,1,1,1
U0642,17,Tier 3,2024-09-17,0,1,1
U0643,16,Tier 1,2024-09-16,1,0,1
U0644,17,Tier 1,2024-07-10,0,1,1
U0645,14,Tier 2,2024-05-15,1,1,1
U0646,23,Tier 1,2024-02-18,1,0,0
U0647,19,Tier 1,2024-04-22,0,0,1
U0648,20,Tier 2,2024-06-28,0,0,1
U0649,21,Tier 2,2024-04-19,0,1,1
U0650,18,Tier 2,2024-03-01,0,1,0
U0651,14,Tier 2,2024-12-02,0,1,0
U0652,19,Tier 2,2024-11-11,0,1,0
U0653,19,Tier 1,2024-09-27,0,0,1
U0654,21,Tier 1,2024-02-20,1,1,1
U0655,18,Tier 1,2024-01-14,1,0,0
U0656,15,Tier 1,2024-05-19,0,1,0
U0657,16,Tier 2,2024-11-24,1,1,1
U0658,17,Tier 3,2024-07-24,1,0,0
U0659,20,Tier 3,2024-09-21,1,1,1
U0660,19,Tier 2,2024-08-04,1,1,1
U0661,17,Tier 1,2024-06-05,1,1,0
U0662,25,Tier 1,2024-01-08,1,1,0
U0663,19,Tier 3,2024-01-29,0,1,1
U0664,16,Tier 2,2024-04-21,1,1,1
U0665,14,Tier 2,2024-09-13,1,1,0
U0666,15,Tier 3,2024-02-14,1,0,0
U0667,16,Tier 2,2024-02-04,1,1,0
U0668,15,Tier 3,2024-05-20,1,1,0
U0669,15,Tier 1,2024-01-27,0,1,0
U0670,16,Tier 2,2024-04-07,1,1,1
U0671,15,Tier 3,2024-04-17,0,1,1
U0672,23,Tier 1,2024-12-30,1,1,0
U0673,14,Tier 2,2024-10-14,1,1,0
U0674,19,Tier 1,2024-02-05,1,0,1
U0675,18,Tier 3,2024-04-29,1,0,0
U0676,25,Tier 1,2024-12-17,0,0,1
U0677,14,Tier 2,2024-02-05,0,1,1
U0678,18,Tier 1,2024-02-26,1,1,1
U0679,24,Tier 2,2024-02-26,1,0,0
U0680,22,Tier 1,2024-06-26,1,1,1
U0681,22,Tier 1,2024-02-26,1,0,1
U0682,16,Tier 2,2024-09-15,0,1,0
U0683,15,Tier 3,2024-05-08,1,1,0
U0684,20,Tier 1,2024-10-02,0,0,0
U0685,23,Tier 1,2024-06-16,1,0,1
U0686,19,Tier 3,2024-12-04,1,0,0
U0687,19,Tier 2,2024-01-01,1,0,0
U0688,16,Tier 3,2024-10-09,1,1,1
U0689,21,Tier 1,2024-11-08,0,1,0
U0690,15,Tier 2,2024-01-20,1,0,0
U0691,17,Tier 1,2024-03-24,0,1,1
U0692,18,Tier 1,2024-06-29,1,1,0
U0693,18,Tier 2,2024-02-16,0,1,0
U0694,16,Tier 2,2024-10-07,1,1,0
U0695,14,Tier 3,2024-06-09,0,1,0
U0696,19,Tier 1,2024-04-26,0,1,1
U0697,16,Tier 2,2024-11-11,0,0,1
U0698,19,Tier 2,2024-03-29,1,0,0
U0699,15,Tier 3,2024-04-22,0,1,0
U0700,18,Tier 1,2024-05-06,1,1,0
U0701,19,Tier 1,2024-01-19,1,1,0
U0702,14,Tier 1,2024-07-11,1,1,1
U0703,17,Tier 2,2024-03-12,1,1,0
U0704,15,Tier 1,2024-03-28,0,1,0
U0705,14,Tier 3,2024-07-01,1,1,0
U0706,25,Tier 1,2024-02-24,1,1,0
U0707,17,Tier 3,2024-01-18,1,1,0
U0708,21,Tier 1,2024-01-18,1,1,0
U0709,16,Tier 2,2024-12-14,0,1,0
U0710,20,Tier 3,2024-09-26,1,1,0
U0711,21,Tier 1,2024-06-13,1,1,0
U0712,19,Tier 3,2024-05-26,1,0,1
U0713,18,Tier 2,2024-05-31,0,1,0
U0714,18,Tier 3,2024-06-18,0,0,0
U0715,17,Tier 2,2024-12-26,0,1,1
U0716,23,Tier 1,2024-12-13,1,0,0
U0717,22,Tier 1,2024-10-24,1,1,1
U0718,24,Tier 1,2024-12-24,1,0,0
U0719,15,Tier 1,2024-01-22,1,1,0
U0720,21,Tier 1,2024-09-27,1,0,0
U0721,23,Tier 1,2024-04-10,0,1,0
U0722,15,Tier 2,2024-09-21,1,1,1
U0723,14,Tier 3,2024-01-04,1,0,0
U0724,21,Tier 1,2024-12-30,0,1,1
U0725,19,Tier 1,2024-02-16,0,0,1
U0726,22,Tier 2,2024-06-03,1,1,0
U0727,15,Tier 1,2024-11-17,1,1,0
U0728,21,Tier 1,2024-11-15,1,0,1
U0729,16,Tier 1,2024-04-18,1,1,0
U0730,15,Tier 3,2024-07-18,1,1,0
U0731,15,Tier 3,2024-02-28,1,0,0
U0732,22,Tier 1,2024-07-07,0,0,0
U0733,20,Tier 2,2024-12-18,0,0,0
U0734,19,Tier 2,2024-06-07,1,1,0
U0735,17,Tier 2,2024-11-26,1,1,1
U0736,22,Tier 2,2024-05-21,1,1,0
U0737,18,Tier 2,2024-12-29,0,1,0
U0738,22,Tier 1,2024-12-19,1,0,1
U0739,18,Tier 1,2024-09-22,1,1,1
U0740,17,Tier 2,2024-03-23,1,1,1
U0741,18,Tier 3,2024-10-19,1,1,0
U0742,17,Tier 2,2024-04-08,0,0,0
U0743,21,Tier 3,2024-05-06,1,0,0
U0744,18,Tier 3,2024-12-11,1,1,0
U0745,16,Tier 1,2024-06-30,1,1,0
U0746,23,Tier 2,2024-08-22,1,0,0
U0747,17,Tier 2,2024-03-14,0,1,1
U0748,19,Tier 3,2024-04-16,0,1,1
U0749,23,Tier 3,2024-07-31,1,1,0
U0750,20,Tier 2,2024-12-16,1,1,0
U0751,14,Tier 1,2024-11-23,1,1,0
U0752,23,Tier 3,2024-12-07,1,0,0
U0753,20,Tier 1,2024-09-17,1,1,1
U0754,17,Tier 3,2024-10-29,0,1,0
U0755,15,Tier 3,2024-04-03,1,0,0
U0756,21,Tier 1,2024-01-10,1,0,1
U0757,20,Tier 2,2024-03-15,1,1,0
U0758,19,Tier 2,2024-01-29,0,1,0
U0759,23,Tier 2,2024-04-09,1,1,0
U0760,21,Tier 1,2024-04-16,0,1,0
U0761,15,Tier 3,2024-04-23,1,1,1
U0762,17,Tier 3,2024-08-13,1,1,1
U0763,16,Tier 3,2024-09-07,0,1,0
U0764,21,Tier 1,2024-10-26,1,1,0
U0765,13,Tier 3,2024-08-17,0,1,1
U0766,19,Tier 2,2024-01-05,1,1,1
U0767,21,Tier 1,2024-06-28,1,1,0
U0768,22,Tier 1,2024-12-18,1,1,0
U0769,17,Tier 1,2024-05-16,1,1,0
U0770,22,Tier 3,2024-10-02,1,1,1
U0771,14,Tier 2,2024-04-22,1,1,1
U0772,22,Tier 2,2024-01-03,0,1,1
U0773,15,Tier 1,2024-02-07,1,1,0
U0774,18,Tier 2,2024-05-19,1,0,1
U0775,21,Tier 1,2024-04-04,1,0,0
U0776,15,Tier 1,2024-11-18,1,1,0
U0777,16,Tier 2,2024-12-28,1,0,1
U0778,21,Tier 1,2024-09-05,0,1,0
U0779,21,Tier 3,2024-04-05,0,1,0
U0780,20,Tier 1,2024-08-08,1,0,0
U0781,20,Tier 2,2024-02-24,0,1,0
U0782,19,Tier 2,2024-02-04,1,1,1
U0783,16,Tier 2,2024-04-07,0,1,1
U0784,17,Tier 1,2024-01-01,0,1,0
U0785,15,Tier 1,2024-06-04,0,1,0
U0786,23,Tier 3,2024-02-23,1,1,1
U0787,19,Tier 1,2024-11-02,1,1,0
U0788,18,Tier 3,2024-09-13,1,1,0
U0789,18,Tier 3,2024-08-25,0,1,1
U0790,24,Tier 1,2024-09-21,1,0,0
U0791,15,Tier 1,2024-10-19,0,0,1
U0792,19,Tier 2,2024-06-02,1,1,0
U0793,18,Tier 3,2024-11-29,0,1,0
U0794,19,Tier 3,2024-08-10,1,0,1
U0795,13,Tier 2,2024-01-12,1,1,0
U0796,22,Tier 3,2024-02-20,1,1,0
U0797,23,Tier 1,2024-02-07,1,1,0
U0798,19,Tier 3,2024-12-17,1,0,1
U0799,20,Tier 3,2024-01-27,0,1,0
U0800,23,Tier 1,2024-02-04,1,1,0
U0801,20,Tier 1,2024-02-14,1,1,0
U0802,15,Tier 1,2024-06-01,0,1,0
U0803,19,Tier 1,2024-11-16,1,1,1
U0804,19,Tier 3,2024-09-26,0,1,1
U0805,18,Tier 1,2024-09-26,0,1,0
U0806,21,Tier 1,2024-09-18,1,1,1
U0807,23,Tier 1,2024-05-10,1,1,0
U0808,23,Tier 3,2024-02-24,1,0,0
U0809,18,Tier 2,2024-10-29,0,0,0
U0810,14,Tier 2,2024-01-05,1,1,0
U0811,25,Tier 1,2024-01-14,1,1,0
U0812,22,Tier 3,2024-03-18,0,1,0
U0813,15,Tier 3,2024-04-18,1,1,1
U0814,23,Tier 1,2024-06-26,0,0,1
U0815,22,Tier 1,2024-03-21,0,1,1
U0816,19,Tier 1,2024-11-20,1,1,0
U0817,19,Tier 1,2024-09-20,0,0,0
U0818,18,Tier 2,2024-07-08,0,0,1
U0819,14,Tier 3,2024-04-05,1,1,0
U0820,17,Tier 2,2024-08-15,1,1,1
U0821,21,Tier 3,2024-08-12,1,1,0
U0822,13,Tier 2,2024-11-06,1,0,1
U0823,17,Tier 2,2024-10-25,0,0,0
U0824,18,Tier 2,2024-10-03,1,1,0
U0825,19,Tier 1,2024-05-17,0,1,0
U0826,23,Tier 1,2024-11-21,1,1,1
U0827,17,Tier 2,2024-07-13,1,1,0
U0828,17,Tier 1,2024-11-27,0,1,1
U0829,21,Tier 1,2024-05-13,0,1,0
U0830,18,Tier 2,2024-02-11,1,1,0
U0831,16,Tier 3,2024-10-25,1,0,0
U0832,18,Tier 2,2024-08-21,1,1,0
U0833,15,Tier 3,2024-12-14,1,1,0
U0834,15,Tier 2,2024-04-12,1,1,0
U0835,18,Tier 3,2024-02-17,1,0,1
U0836,18,Tier 2,2024-12-06,0,1,0
U0837,23,Tier 3,2024-10-15,1,0,1
U0838,17,Tier 2,2024-08-30,0,1,1
U0839,19,Tier 2,2024-01-17,0,0,0
U0840,20,Tier 2,2024-08-25,1,0,0
U0841,13,Tier 2,2024-01-14,0,1,1
U0842,20,Tier 1,2024-02-23,1,0,0
U0843,15,Tier 1,2024-05-26,0,1,1
U0844,24,Tier 1,2024-07-15,1,1,0
U0845,15,Tier 3,2024-11-09,1,1,0
U0846,18,Tier 1,2024-04-30,0,1,0
U0847,14,Tier 1,2024-08-22,1,0,0
U0848,25,Tier 2,2024-04-27,0,0,1
U0849,18,Tier 1,2024-03-13,0,1,0
U0850,19,Tier 2,2024-11-12,1,1,1
U0851,14,Tier 1,2024-03-03,1,1,1
U0852,21,Tier 3,2024-12-19,1,1,0
U0853,16,Tier 3,2024-06-16,1,1,1
U0854,23,Tier 3,2024-04-01,0,0,0
U0855,16,Tier 2,2024-10-13,1,1,0
U0856,15,Tier 3,2024-05-24,1,1,1
U0857,13,Tier 1,2024-12-13,0,0,0
U0858,18,Tier 1,2024-02-17,1,1,0
U0859,19,Tier 1,2024-11-13,0,1,0
U0860,14,Tier 2,2024-10-03,1,1,0
U0861,21,Tier 2,2024-08-11,0,1,1
U0862,18,Tier 2,2024-05-31,1,0,0
U0863,19,Tier 1,2024-04-09,1,1,0
U0864,18,Tier 2,2024-04-16,1,1,0
U0865,18,Tier 2,2024-04-26,1,1,1
U0866,19,Tier 2,2024-10-06,0,1,1
U0867,15,Tier 2,2024-03-28,1,0,0
U0868,15,Tier 1,2024-12-25,0,0,0
U0869,22,Tier 3,2024-09-08,1,0,0
U0870,24,Tier 2,2024-12-06,1,1,0
U0871,17,Tier 1,2024-09-26,1,1,0
U0872,16,Tier 1,2024-06-20,1,1,0
U0873,20,Tier 2,2024-12-04,1,1,1
U0874,18,Tier 3,2024-12-18,1,1,0
U0875,13,Tier 2,2024-01-06,0,1,1
U0876,15,Tier 1,2024-02-23,1,0,1
U0877,20,Tier 3,2024-09-15,1,1,0
U0878,20,Tier 2,2024-06-14,1,1,1
U0879,13,Tier 2,2024-06-27,1,1,0
U0880,16,Tier 2,2024-07-29,0,1,1
U0881,16,Tier 1,2024-08-29,1,1,1
U0882,20,Tier 2,2024-04-14,1,1,0
U0883,13,Tier 1,2024-07-13,1,1,0
U0884,14,Tier 3,2024-07-22,1,1,0
U0885,21,Tier 2,2024-09-30,1,0,0
U0886,15,Tier 2,2024-06-28,0,1,1
U0887,20,Tier 2,2024-01-09,1,1,0
U0888,16,Tier 3,2024-04-08,1,1,1
U0889,14,Tier 3,2024-02-29,0,1,0
U0890,16,Tier 2,2024-09-14,1,0,0
U0891,21,Tier 2,2024-02-19,0,1,0
U0892,22,Tier 2,2024-02-24,1,1,0
U0893,22,Tier 2,2024-06-18,0,0,1
U0894,18,Tier 1,2024-01-24,1,1,0
U0895,20,Tier 2,2024-04-10,1,1,1
U0896,16,Tier 1,2024-07-11,1,1,1
U0897,17,Tier 3,2024-11-26,1,1,0
U0898,23,Tier 1,2024-01-23,1,0,1
U0899,13,Tier 3,2024-05-27,1,1,1
U0900,14,Tier 2,2024-04-07,1,1,0
U0901,16,Tier 2,2024-04-18,1,1,0
U0902,13,Tier 2,2024-01-18,1,1,1
U0903,15,Tier 1,2024-10-25,0,1,0
U0904,19,Tier 1,2024-09-30,0,1,0
U0905,18,Tier 1,2024-09-27,1,1,0
U0906,23,Tier 2,2024-04-17,1,1,0
U0907,22,Tier 2,2024-08-12,1,0,0
U0908,17,Tier 3,2024-09-16,1,1,0
U0909,16,Tier 1,2024-03-11,0,1,0
U0910,17,Tier 1,2024-07-13,1,1,1
U0911,19,Tier 2,2024-04-29,1,0,0
U0912,16,Tier 3,2024-04-09,0,0,0
U0913,20,Tier 2,2024-08-04,1,0,0
U0914,18,Tier 2,2024-07-02,0,1,1
U0915,19,Tier 2,2024-07-28,0,0,0
U0916,18,Tier 1,2024-09-02,1,1,0
U0917,17,Tier 3,2024-11-01,1,1,0
U0918,24,Tier 2,2024-04-12,1,1,0
U0919,21,Tier 1,2024-08-04,1,0,0
U0920,15,Tier 2,2024-11-21,1,0,1
U0921,22,Tier 1,2024-03-14,0,0,0
U0922,18,Tier 3,2024-07-18,1,0,0
U0923,23,Tier 1,2024-10-18,1,1,1
U0924,21,Tier 2,2024-02-29,1,1,1
U0925,18,Tier 1,2024-03-17,0,1,0
U0926,13,Tier 2,2024-01-06,1,0,0
U0927,16,Tier 3,2024-11-09,0,1,0
U0928,19,Tier 2,2024-04-20,1,0,1
U0929,20,Tier 2,2024-10-22,1,1,1
U0930,16,Tier 3,2024-01-22,0,1,1
U0931,15,Tier 1,2024-01-21,0,1,0
U0932,22,Tier 1,2024-07-03,1,1,0
U0933,25,Tier 1,2024-07-07,1,0,0
U0934,19,Tier 3,2024-07-08,0,1,0
U0935,15,Tier 1,2024-05-25,1,1,1
U0936,16,Tier 2,2024-04-05,1,1,1
U0937,13,Tier 2,2024-06-04,0,1,1
U0938,23,Tier 1,2024-05-12,1,1,1
U0939,14,Tier 1,2024-02-01,1,1,1
U0940,19,Tier 1,2024-07-31,1,0,0
U0941,16,Tier 2,2024-12-10,1,1,0
U0942,19,Tier 1,2024-03-21,0,1,0
U0943,20,Tier 1,2024-01-08,1,1,0
U0944,22,Tier 3,2024-11-20,1,1,0
U0945,16,Tier 3,2024-07-30,1,1,0
U0946,13,Tier 1,2024-01-16,0,1,1
U0947,15,Tier 1,2024-03-16,1,1,0
U0948,23,Tier 1,2024-05-23,0,1,1
U0949,22,Tier 2,2024-11-24,1,1,1
U0950,19,Tier 3,2024-03-26,0,0,1
U0951,19,Tier 1,2024-06-24,1,0,0
U0952,20,Tier 1,2024-07-20,0,1,0
U0953,15,Tier 3,2024-05-06,1,1,0
U0954,23,Tier 2,2024-10-29,1,1,0
U0955,18,Tier 1,2024-06-28,0,1,0
U0956,17,Tier 2,2024-12-20,0,0,0
U0957,19,Tier 1,2024-12-16,1,0,0
U0958,13,Tier 1,2024-08-10,0,1,0
U0959,15,Tier 3,2024-04-09,1,1,1
U0960,21,Tier 3,2024-11-10,0,1,1
U0961,14,Tier 2,2024-04-01,1,1,0
U0962,19,Tier 3,2024-02-21,1,0,1
U0963,16,Tier 2,2024-04-27,1,1,0
U0964,17,Tier 3,2024-09-15,1,1,0
U0965,16,Tier 2,2024-08-15,0,1,0
U0966,17,Tier 3,2024-12-16,1,1,1
U0967,20,Tier 3,2024-11-10,1,1,0
U0968,17,Tier 1,2024-10-01,1,1,0
U0969,19,Tier 3,2024-11-18,0,1,0
U0970,18,Tier 3,2024-07-16,1,0,0
U0971,20,Tier 3,2024-05-07,1,0,0
U0972,23,Tier 1,2024-08-14,0,1,0
U0973,21,Tier 3,2024-10-24,1,0,1
U0974,16,Tier 3,2024-01-03,0,1,0
U0975,13,Tier 1,2024-08-14,0,0,1
U0976,16,Tier 3,2024-06-26,1,0,1
U0977,19,Tier 1,2024-05-17,0,1,1
U0978,14,Tier 1,2024-01-18,0,0,0
U0979,18,Tier 2,2024-01-17,1,1,1
U0980,19,Tier 2,2024-07-19,1,1,1
U0981,17,Tier 2,2024-08-03,0,1,0
U0982,21,Tier 1,2024-07-05,1,0,0
U0983,14,Tier 3,2024-03-10,0,0,1
U0984,14,Tier 1,2024-01-26,1,1,0
U0985,21,Tier 1,2024-01-11,1,1,0
U0986,18,Tier 1,2024-06-18,1,1,1
U0987,20,Tier 2,2024-10-19,1,0,0
U0988,18,Tier 3,2024-02-26,1,1,0
U0989,16,Tier 2,2024-06-11,0,0,0
U0990,22,Tier 3,2024-08-17,0,1,0
U0991,21,Tier 1,2024-03-23,0,1,0
U0992,20,Tier 2,2024-07-02,1,1,1
U0993,16,Tier 2,2024-08-06,0,0,0
U0994,19,Tier 2,2024-12-25,1,1,1
U0995,17,Tier 1,2024-03-17,0,0,0
U0996,14,Tier 2,2024-11-12,1,1,1
U0997,23,Tier 2,2024-07-23,0,1,0
U0998,15,Tier 3,2024-08-07,0,0,1
U0999,24,Tier 2,2024-06-12,1,0,0
U1000,18,Tier 1,2024-07-02,1,0,0
U1001,15,Tier 2,2024-07-13,1,1,0
U1002,19,Tier 1,2024-01-18,1,1,0
U1003,22,Tier 3,2024-10-31,1,1,0
U1004,21,Tier 2,2024-09-21,1,1,1
U1005,21,Tier 1,2024-08-03,1,0,1
U1006,20,Tier 3,2024-11-30,0,1,0
U1007,20,Tier 2,2024-01-02,1,1,0
U1008,22,Tier 1,2024-06-17,0,1,1
U1009,16,Tier 2,2024-04-26,0,1,1
U1010,18,Tier 1,2024-11-12,1,1,1
U1011,16,Tier 3,2024-11-14,1,1,0
U1012,25,Tier 3,2024-05-22,0,1,1
U1013,24,Tier 3,2024-06-05,0,1,0
U1014,13,Tier 2,2024-09-15,1,0,1
U1015,20,Tier 2,2024-08-24,0,1,1
U1016,23,Tier 3,2024-04-29,0,1,1
U1017,15,Tier 1,2024-07-04,0,0,0
U1018,19,Tier 2,2024-04-19,0,0,0
U1019,23,Tier 2,2024-10-20,1,0,1
U1020,13,Tier 1,2024-10-05,0,0,0
U1021,20,Tier 2,2024-03-24,0,1,1
U1022,17,Tier 3,2024-01-06,1,1,0
U1023,23,Tier 3,2024-07-19,0,1,0
U1024,24,Tier 1,2024-10-10,1,1,1
U1025,24,Tier 1,2024-09-14,1,0,0
U1026,18,Tier 1,2024-05-18,1,1,0
U1027,22,Tier 3,2024-10-27,1,0,1
U1028,22,Tier 1,2024-08-15,1,0,0
U1029,17,Tier 2,2024-09-20,0,1,1
U1030,22,Tier 1,2024-10-24,1,0,0
U1031,13,Tier 2,2024-11-17,1,1,1
U1032,19,Tier 1,2024-07-25,1,1,0
U1033,16,Tier 3,2024-11-19,1,0,1
U1034,15,Tier 1,2024-09-25,0,1,1
U1035,14,Tier 2,2024-12-18,0,0,1
U1036,20,Tier 1,2024-04-19,0,1,1
U1037,17,Tier 2,2024-01-28,1,1,0
U1038,21,Tier 3,2024-12-29,1,0,1
U1039,14,Tier 1,2024-05-03,0,1,0
U1040,17,Tier 3,2024-03-16,0,1,1
U1041,19,Tier 2,2024-02-18,1,1,0
U1042,21,Tier 1,2024-01-28,0,0,0
U1043,17,Tier 2,2024-04-10,0,1,0
U1044,20,Tier 1,2024-03-29,0,0,0
U1045,23,Tier 2,2024-01-16,1,1,0
U1046,19,Tier 3,2024-06-21,0,1,0
U1047,16,Tier 1,2024-03-21,1,0,1
U1048,13,Tier 2,2024-12-25,1,1,0
U1049,22,Tier 3,2024-02-07,1,1,0
U1050,13,Tier 3,2024-11-04,1,0,1
U1051,22,Tier 2,2024-08-07,1,0,0
U1052,19,Tier 3,2024-09-25,1,1,1
U1053,23,Tier 2,2024-09-13,0,1,0
U1054,21,Tier 1,2024-05-25,0,0,0
U1055,25,Tier 3,2024-04-08,0,0,0
U1056,17,Tier 2,2024-03-29,1,0,0
U1057,21,Tier 2,2024-05-02,1,1,0
U1058,18,Tier 2,2024-02-23,0,0,0
U1059,18,Tier 3,2024-11-18,1,1,0
U1060,20,Tier 3,2024-03-09,0,1,1
U1061,22,Tier 2,2024-08-07,0,1,0
U1062,25,Tier 1,2024-08-08,1,1,0
U1063,21,Tier 2,2024-02-16,0,1,1
U1064,18,Tier 2,2024-12-20,0,1,1
U1065,18,Tier 1,2024-12-22,1,1,0
U1066,21,Tier 3,2024-04-10,1,1,0
U1067,16,Tier 2,2024-11-10,1,1,0
U1068,14,Tier 1,2024-04-07,1,1,1
U1069,17,Tier 1,2024-07-22,1,1,1
U1070,16,Tier 1,2024-08-30,1,1,0
U1071,17,Tier 3,2024-12-30,1,1,1
U1072,16,Tier 1,2024-10-29,0,1,1
U1073,13,Tier 1,2024-03-16,1,0,1
U1074,13,Tier 2,2024-03-11,1,0,1
U1075,25,Tier 1,2024-07-04,1,0,1
U1076,18,Tier 1,2024-12-26,1,1,1
U1077,17,Tier 1,2024-02-18,1,1,1
U1078,20,Tier 2,2024-09-26,1,1,0
U1079,16,Tier 2,2024-06-11,1,0,1
U1080,24,Tier 1,2024-04-02,0,1,0
U1081,21,Tier 2,2024-01-02,0,1,0
U1082,14,Tier 3,2024-08-03,1,1,0
U1083,18,Tier 1,2024-06-20,1,1,1
U1084,22,Tier 1,2024-07-07,1,0,0
U1085,24,Tier 1,2024-02-03,0,0,1
U1086,18,Tier 2,2024-02-22,1,0,1
U1087,19,Tier 3,2024-05-29,0,1,0
U1088,15,Tier 1,2024-11-13,1,0,0
U1089,25,Tier 2,2024-09-16,1,1,0
U1090,16,Tier 1,2024-10-17,1,0,0
U1091,24,Tier 2,2024-06-24,0,1,0
U1092,20,Tier 3,2024-09-13,0,1,1
U1093,19,Tier 1,2024-04-04,1,1,1
U1094,19,Tier 2,2024-11-15,1,1,0
U1095,16,Tier 1,2024-11-12,1,0,0
U1096,15,Tier 2,2024-01-30,1,0,1
U1097,16,Tier 1,2024-05-13,0,1,0
U1098,15,Tier 3,2024-07-15,0,1,1
U1099,21,Tier 1,2024-04-22,0,1,0
U1100,17,Tier 3,2024-08-20,0,0,0
U1101,14,Tier 1,2024-08-20,1,1,0
U1102,24,Tier 2,2024-08-15,0,1,1
U1103,23,Tier 1,2024-08-06,0,1,0
U1104,23,Tier 3,2024-08-11,1,1,0
U1105,25,Tier 1,2024-06-02,0,0,1
U1106,15,Tier 1,2024-07-23,1,1,1
U1107,18,Tier 2,2024-02-28,0,1,0
U1108,21,Tier 1,2024-05-21,1,0,0
U1109,20,Tier 1,2024-12-13,1,1,1
U1110,15,Tier 3,2024-10-20,0,1,0
U1111,22,Tier 3,2024-07-06,1,1,0
U1112,16,Tier 1,2024-05-15,1,1,1
U1113,16,Tier 3,2024-11-01,1,1,0
U1114,19,Tier 2,2024-10-09,1,0,1
U1115,19,Tier 1,2024-09-22,1,0,1
