txn_id,user_id,txn_date,txn_type,category,amount,status
T752744,U0402,2024-11-16,FamCard,Gaming,238.0,success
T413194,U0402,2024-12-19,FamCard,Food,305.45,failed
T454124,U0402,2025-01-04,QR,Entertainment,343.99,failed
T601920,U0403,2024-07-18,UPI,Transport,343.99,pending
T304512,U0403,2024-06-05,FamCard,Education,259.0,success
T718976,U0403,2024-03-16,FamCard,Food,135.34,success
T680112,U0403,2024-04-05,QR,Education,151.67,success
T795807,U0403,2024-03-01,UPI,Shopping,525.75,success
T616406,U0403,2024-07-19,QR,Shopping,535.09,success
T134147,U0403,2024-05-04,FamCard,Gaming,254.1,success
T775521,U0403,2024-03-05,QR,Education,64.4,success
T696272,U0403,2024-07-03,UPI,Gaming,369.48,success
T984222,U0403,2024-07-23,FamCard,Transport,237.94,success
T875065,U0403,2024-08-14,FamCard,Entertainment,230.26,failed
T217608,U0403,2024-05-27,FamCard,Entertainment,466.0,success
T545690,U0403,2024-05-05,QR,Shopping,176.03,success
T241122,U0403,2024-05-01,QR,Gaming,787.01,success
T768556,U0403,2024-06-14,UPI,Food,253.02,success
T234016,U0403,2024-03-14,UPI,Education,114.71,success
T170326,U0403,2024-07-01,FamCard,Entertainment,28.32,success
T203238,U0403,2024-07-16,FamCard,Shopping,808.76,pending
T903648,U0403,2024-06-09,UPI,Gaming,85.45,success
T785279,U0403,2024-03-15,FamCard,Entertainment,913.05,success
T957394,U0403,2024-06-01,FamCard,Education,187.07,failed
T452808,U0403,2024-04-11,FamCard,Entertainment,79.32,failed
T324193,U0403,2024-03-12,UPI,Transport,262.17,success
T356265,U0403,2024-04-02,FamCard,Education,209.16,success
T764088,U0404,2025-01-24,FamCard,Entertainment,106.05,success
T967615,U0404,2024-12-03,UPI,Education,91.53,success
T149794,U0404,2025-02-24,FamCard,Education,774.61,success
T578584,U0404,2025-02-09,UPI,Shopping,28.02,success
T929969,U0404,2024-11-23,UPI,Food,129.84,success
T706088,U0404,2025-03-04,FamCard,Transport,7.88,success
T216772,U0404,2024-11-13,FamCard,Transport,183.31,pending
T571587,U0404,2025-02-23,UPI,Gaming,69.49,success
T828397,U0404,2025-01-09,FamCard,Transport,79.06,success
T215305,U0404,2024-12-23,UPI,Education,283.44,success
T838102,U0404,2025-02-13,UPI,Transport,213.37,success
T422121,U0404,2025-02-22,UPI,Food,134.54,success
T569929,U0404,2024-12-20,UPI,Food,88.9,success
T593079,U0404,2025-02-28,QR,Gaming,0.64,success
T471340,U0404,2024-12-10,QR,Gaming,120.59,success
T783486,U0404,2025-02-26,FamCard,Entertainment,404.02,success
T425301,U0404,2025-02-05,UPI,Food,862.61,success
T382282,U0404,2025-01-08,QR,Education,454.05,success
T244556,U0404,2024-11-08,FamCard,Shopping,383.91,success
T727475,U0404,2025-02-06,FamCard,Gaming,504.38,success
T153464,U0404,2024-10-25,QR,Food,357.87,success
T304400,U0404,2024-12-24,UPI,Education,170.32,success
T429898,U0404,2025-02-27,QR,Food,31.74,success
T816622,U0404,2025-02-27,QR,Entertainment,326.01,success
T391311,U0406,2025-03-13,UPI,Food,726.17,success
T320721,U0406,2024-11-12,QR,Education,27.65,success
T561578,U0406,2024-12-10,UPI,Shopping,228.82,success
T701541,U0406,2025-01-22,UPI,Transport,500.96,pending
T649852,U0406,2024-10-18,FamCard,Entertainment,227.31,success
T854133,U0406,2024-10-22,UPI,Gaming,317.45,success
T274774,U0406,2024-12-02,UPI,Gaming,616.13,success
T677898,U0406,2024-12-02,FamCard,Shopping,260.06,success
T833563,U0406,2024-10-06,UPI,Education,382.18,success
T683697,U0406,2024-10-26,QR,Food,754.0,success
T540183,U0406,2024-12-07,FamCard,Shopping,733.58,success
T526400,U0406,2024-10-03,FamCard,Transport,370.98,pending
T145979,U0406,2024-11-14,QR,Food,1004.98,failed
T653462,U0406,2024-12-19,FamCard,Gaming,15.36,success
T810188,U0406,2024-10-24,UPI,Education,21.95,success
T747632,U0406,2024-12-20,QR,Food,67.15,success
T214498,U0406,2024-10-01,FamCard,Gaming,531.13,success
T352056,U0406,2024-10-04,QR,Entertainment,555.47,success
T153182,U0406,2025-01-13,QR,Shopping,601.11,success
T328323,U0407,2024-09-07,FamCard,Transport,203.05,success
T924819,U0407,2024-09-20,QR,Gaming,132.49,success
T583168,U0407,2025-02-18,UPI,Education,238.31,failed
T840083,U0407,2025-01-07,QR,Food,373.08,success
T725701,U0407,2024-10-15,QR,Gaming,701.31,success
T889918,U0407,2024-11-08,FamCard,Education,490.34,success
T874317,U0407,2025-01-18,UPI,Entertainment,495.93,success
T634044,U0407,2025-01-11,UPI,Entertainment,466.96,failed
T682005,U0407,2024-09-10,QR,Education,774.27,success
T576759,U0407,2024-11-14,FamCard,Shopping,686.5,success
T535255,U0407,2024-10-07,FamCard,Education,37.58,success
T773874,U0407,2025-02-21,FamCard,Food,369.29,success
T408602,U0407,2025-01-16,UPI,Shopping,223.65,success
T119449,U0407,2024-11-08,FamCard,Shopping,322.54,failed
T962007,U0407,2025-02-24,UPI,Transport,468.31,success
T931410,U0407,2025-01-28,FamCard,Shopping,1778.77,success
T339150,U0407,2024-11-01,QR,Gaming,591.06,success
T913549,U0407,2025-01-02,FamCard,Gaming,1591.95,success
T514986,U0407,2025-02-09,UPI,Gaming,256.47,success
T181392,U0408,2025-02-18,FamCard,Education,131.19,success
T146371,U0408,2024-11-28,FamCard,Entertainment,204.93,failed
T683323,U0408,2024-12-25,UPI,Transport,270.27,success
T268975,U0408,2024-11-04,FamCard,Shopping,152.97,success
T154205,U0408,2025-03-21,FamCard,Entertainment,152.26,success
T815290,U0408,2024-12-13,FamCard,Entertainment,112.15,success
T645669,U0408,2025-04-04,FamCard,Education,428.14,success
T201481,U0408,2025-01-03,UPI,Transport,34.35,pending
T210689,U0408,2024-12-15,FamCard,Transport,17.71,success
T370063,U0408,2025-02-19,UPI,Education,423.01,success
T787082,U0408,2025-03-28,QR,Transport,6.69,success
T853417,U0408,2025-02-13,FamCard,Shopping,11.84,pending
T957869,U0408,2024-12-10,QR,Shopping,416.92,success
T889086,U0408,2025-01-17,UPI,Shopping,60.23,success
T500685,U0408,2025-01-18,FamCard,Transport,351.33,success
T468081,U0408,2025-04-13,FamCard,Shopping,817.73,success
T288055,U0408,2025-01-25,QR,Transport,650.46,success
T341073,U0408,2025-02-02,UPI,Transport,222.59,success
T216440,U0408,2025-01-10,UPI,Shopping,38.12,success
T526448,U0408,2024-11-09,QR,Entertainment,593.94,success
T768023,U0408,2024-12-01,QR,Shopping,835.25,success
T536769,U0408,2024-12-27,QR,Transport,131.61,success
T928253,U0409,2025-02-01,UPI,Transport,122.51,success
T995647,U0409,2025-01-27,UPI,Entertainment,374.05,success
T957978,U0409,2025-05-09,UPI,Entertainment,51.13,success
T981705,U0409,2025-05-02,QR,Food,542.65,success
T976451,U0409,2025-03-26,UPI,Entertainment,185.74,failed
T885826,U0409,2025-05-12,UPI,Gaming,185.18,success
T562836,U0409,2025-04-13,FamCard,Entertainment,839.36,success
T403173,U0409,2025-04-08,FamCard,Transport,250.46,success
T813585,U0409,2025-02-10,FamCard,Education,186.85,success
T114669,U0409,2025-04-01,QR,Education,104.23,success
T420938,U0409,2025-02-21,QR,Education,82.3,success
T907776,U0409,2025-03-18,FamCard,Transport,310.82,failed
T599868,U0409,2025-01-20,FamCard,Shopping,9.07,success
T530822,U0410,2024-05-21,UPI,Entertainment,383.71,success
T389383,U0410,2024-08-24,FamCard,Transport,20.43,success
T283352,U0410,2024-07-05,UPI,Transport,597.68,success
T426352,U0410,2024-07-03,QR,Education,150.43,success
T803056,U0410,2024-09-19,FamCard,Shopping,49.04,success
T510676,U0410,2024-04-21,FamCard,Entertainment,268.37,pending
T296902,U0410,2024-09-02,UPI,Shopping,118.56,success
T426447,U0413,2024-12-29,UPI,Food,796.91,success
T731602,U0413,2024-09-09,UPI,Entertainment,292.27,success
T414554,U0414,2024-05-29,FamCard,Shopping,73.84,success
T940358,U0414,2024-07-22,QR,Food,140.46,failed
T793924,U0414,2024-06-09,UPI,Entertainment,251.01,success
T456010,U0414,2024-07-05,FamCard,Education,334.89,success
T698192,U0414,2024-04-11,QR,Shopping,401.14,success
T458546,U0414,2024-07-28,FamCard,Gaming,361.99,success
T903382,U0414,2024-08-06,QR,Transport,73.95,success
T973186,U0414,2024-03-25,FamCard,Entertainment,91.35,success
T858609,U0418,2024-08-27,QR,Food,232.74,success
T432835,U0418,2025-01-25,UPI,Transport,301.13,success
T596093,U0418,2025-01-21,FamCard,Entertainment,261.01,success
T431999,U0418,2024-11-30,UPI,Gaming,20.81,success
T534704,U0418,2024-12-02,FamCard,Gaming,58.39,pending
T210075,U0418,2025-02-06,UPI,Entertainment,147.82,success
T477212,U0418,2024-09-13,FamCard,Transport,18.79,success
T588695,U0418,2024-11-23,QR,Gaming,369.64,success
T635699,U0418,2025-02-13,UPI,Shopping,880.7,success
T599728,U0418,2024-10-28,FamCard,Shopping,91.62,success
T945910,U0418,2025-02-11,QR,Transport,214.62,success
T270691,U0418,2024-09-21,UPI,Gaming,595.61,success
T291455,U0418,2024-10-20,QR,Transport,187.84,success
T603971,U0418,2024-12-12,FamCard,Gaming,221.37,failed
T794864,U0418,2024-10-10,QR,Transport,86.14,success
T407121,U0418,2025-01-17,FamCard,Gaming,336.64,success
T985247,U0418,2024-10-01,QR,Gaming,27.26,success
T546959,U0419,2024-10-02,FamCard,Education,855.0,failed
T803396,U0419,2024-08-17,UPI,Transport,39.91,success
T279417,U0419,2024-10-31,QR,Gaming,220.65,success
T159430,U0419,2024-08-03,UPI,Education,323.35,success
T761072,U0419,2024-11-30,FamCard,Entertainment,377.66,success
T267735,U0420,2024-07-01,FamCard,Education,483.44,success
T703434,U0420,2024-04-26,QR,Transport,96.66,pending
T219110,U0420,2024-06-25,QR,Gaming,7.32,success
T574427,U0420,2024-06-09,QR,Entertainment,529.98,success
T308403,U0420,2024-07-21,FamCard,Transport,419.37,failed
T689155,U0420,2024-02-29,QR,Education,1119.8,success
T246973,U0420,2024-07-24,FamCard,Food,1240.48,success
T588414,U0420,2024-04-29,QR,Transport,86.12,success
T998973,U0420,2024-04-26,FamCard,Entertainment,367.26,success
T824773,U0420,2024-02-12,FamCard,Shopping,292.93,success
T892742,U0420,2024-06-18,UPI,Education,260.38,pending
T763409,U0420,2024-03-26,FamCard,Food,242.48,success
T706323,U0420,2024-04-09,UPI,Food,497.67,success
T413411,U0420,2024-03-17,FamCard,Shopping,592.88,success
T552547,U0420,2024-06-14,QR,Shopping,141.31,success
T930590,U0420,2024-02-07,FamCard,Gaming,31.21,success
T938291,U0420,2024-04-15,FamCard,Transport,170.34,failed
T984482,U0420,2024-05-04,QR,Gaming,254.28,success
T267902,U0420,2024-04-13,QR,Gaming,446.65,success
T500087,U0420,2024-01-28,UPI,Food,562.59,success
T877496,U0420,2024-06-03,UPI,Gaming,63.96,success
T567646,U0421,2024-03-17,QR,Food,426.35,success
T827207,U0421,2024-02-15,UPI,Entertainment,287.94,success
T274714,U0421,2024-02-21,QR,Transport,565.16,success
T550112,U0422,2024-10-19,FamCard,Food,0.05,success
T251812,U0422,2025-04-05,UPI,Entertainment,3.45,success
T323677,U0422,2025-02-09,FamCard,Shopping,93.72,success
T320450,U0423,2024-11-02,QR,Education,655.74,success
T685142,U0423,2024-10-25,QR,Shopping,384.76,pending
T513759,U0423,2024-08-14,QR,Gaming,7.92,pending
T357917,U0423,2024-09-29,QR,Transport,6.5,success
T838097,U0423,2024-08-01,FamCard,Food,1137.67,pending
T807303,U0423,2024-09-22,FamCard,Food,215.1,failed
T595733,U0423,2024-08-13,FamCard,Gaming,45.67,success
T531984,U0423,2024-10-19,FamCard,Gaming,128.85,success
T919942,U0423,2024-08-22,UPI,Transport,423.71,success
T503697,U0424,2025-01-02,QR,Transport,352.81,failed
T538544,U0424,2025-03-12,FamCard,Shopping,619.56,success
T751016,U0424,2025-02-03,FamCard,Shopping,14.0,success
T383198,U0424,2024-10-29,FamCard,Education,139.2,success
T563626,U0424,2024-10-18,FamCard,Shopping,147.02,success
T322078,U0424,2025-01-22,QR,Food,91.76,success
T193435,U0424,2024-11-05,FamCard,Entertainment,181.42,success
T445247,U0424,2025-02-05,QR,Gaming,346.18,success
T366581,U0424,2024-12-20,QR,Education,1187.78,success
T455067,U0424,2025-03-22,QR,Shopping,190.02,success
T437156,U0424,2025-03-21,FamCard,Food,882.89,success
T161946,U0424,2025-03-18,FamCard,Education,204.67,success
T994688,U0424,2024-11-21,FamCard,Transport,0.41,success
T827564,U0424,2025-02-14,FamCard,Education,425.96,success
T317161,U0424,2025-02-27,UPI,Food,136.29,success
T803163,U0424,2025-03-23,QR,Food,123.53,success
T764649,U0424,2024-11-18,QR,Transport,646.91,failed
T616421,U0424,2024-12-13,QR,Transport,66.85,success
T842314,U0424,2025-01-01,FamCard,Entertainment,1153.94,success
T194935,U0424,2024-10-24,UPI,Food,151.3,success
T672706,U0424,2025-02-07,UPI,Entertainment,408.14,success
T296844,U0424,2025-01-12,FamCard,Food,38.43,success
T197820,U0427,2025-04-16,QR,Education,532.27,success
T326639,U0427,2025-02-15,UPI,Gaming,66.1,success
T253150,U0427,2025-04-04,FamCard,Gaming,331.49,success
T629252,U0429,2024-06-13,UPI,Education,155.54,success
T492496,U0429,2024-10-25,UPI,Entertainment,339.55,success
T323690,U0429,2024-09-22,QR,Education,462.1,success
T479771,U0429,2024-10-02,UPI,Transport,190.29,success
T355754,U0429,2024-11-22,QR,Education,31.52,success
T733373,U0429,2024-08-01,QR,Education,356.71,success
T104104,U0429,2024-06-23,QR,Education,25.43,success
T654810,U0429,2024-10-24,UPI,Entertainment,19.48,success
T872439,U0429,2024-09-16,FamCard,Transport,1172.96,success
T761813,U0429,2024-11-13,UPI,Gaming,449.94,success
T308039,U0431,2024-06-03,UPI,Education,462.94,success
T749615,U0433,2024-07-10,QR,Gaming,427.04,success
T358482,U0433,2024-05-06,QR,Transport,264.45,success
T138895,U0433,2024-09-08,QR,Gaming,210.03,success
T983063,U0433,2024-04-11,UPI,Entertainment,88.48,success
T523765,U0433,2024-05-24,UPI,Shopping,3.61,failed
T314236,U0433,2024-09-11,QR,Shopping,405.53,success
T792378,U0433,2024-09-16,UPI,Gaming,297.29,success
T591824,U0433,2024-07-30,QR,Food,1403.42,success
T878828,U0433,2024-10-02,QR,Entertainment,436.32,success
T503190,U0433,2024-05-16,QR,Entertainment,674.15,failed
T493785,U0433,2024-05-10,QR,Gaming,813.93,success
T246348,U0433,2024-06-10,FamCard,Transport,123.93,success
T569943,U0433,2024-08-21,FamCard,Gaming,211.79,success
T327904,U0434,2024-03-08,FamCard,Entertainment,84.55,success
T737602,U0434,2024-07-20,FamCard,Transport,260.04,success
T971067,U0434,2024-04-17,QR,Shopping,485.07,failed
T641707,U0434,2024-07-04,FamCard,Food,83.18,success
T572547,U0434,2024-06-21,FamCard,Shopping,49.22,success
T337760,U0434,2024-08-14,UPI,Entertainment,288.47,success
T970642,U0434,2024-08-03,QR,Gaming,14.91,success
T289534,U0434,2024-04-01,FamCard,Entertainment,823.38,success
T937495,U0434,2024-05-02,FamCard,Transport,505.0,success
T618414,U0434,2024-05-24,UPI,Shopping,39.31,success
T421857,U0434,2024-06-17,QR,Shopping,73.47,success
T124929,U0434,2024-07-09,UPI,Education,66.5,success
T118326,U0436,2024-08-27,QR,Shopping,405.51,success
T364469,U0436,2024-10-01,QR,Gaming,29.75,success
T585747,U0436,2024-11-11,FamCard,Transport,479.16,success
T570455,U0436,2024-08-27,QR,Education,248.0,success
T403961,U0436,2024-07-07,QR,Food,486.85,success
T605191,U0436,2024-09-10,FamCard,Education,36.25,success
T165939,U0436,2024-06-29,FamCard,Gaming,473.68,success
T191291,U0437,2024-11-01,QR,Entertainment,305.84,success
T961575,U0437,2024-12-31,QR,Shopping,538.4,success
T665289,U0437,2024-12-29,QR,Entertainment,1.9,failed
T865378,U0437,2025-01-07,UPI,Entertainment,177.1,success
T213607,U0437,2025-03-08,FamCard,Gaming,176.91,failed
T972956,U0438,2024-11-19,FamCard,Transport,770.5,success
T210908,U0438,2024-11-30,FamCard,Transport,318.31,pending
T870892,U0438,2025-04-30,UPI,Gaming,346.24,failed
T358694,U0438,2025-01-12,UPI,Food,118.03,success
T423750,U0438,2024-11-30,UPI,Gaming,254.36,success
T784361,U0438,2024-11-28,FamCard,Food,89.88,success
T666965,U0438,2025-01-25,UPI,Entertainment,10.53,success
T349221,U0438,2025-03-16,UPI,Food,213.84,success
T351560,U0438,2025-04-12,FamCard,Transport,226.91,pending
T402589,U0439,2025-04-05,FamCard,Food,461.98,success
T174838,U0439,2025-04-15,FamCard,Entertainment,977.37,success
T233012,U0439,2025-04-22,FamCard,Transport,1039.07,success
T875280,U0439,2025-03-06,UPI,Food,713.28,success
T245843,U0439,2025-02-25,UPI,Gaming,281.26,success
T310126,U0439,2025-03-10,FamCard,Transport,350.71,success
T649833,U0439,2025-04-14,QR,Education,102.41,success
T477916,U0439,2025-06-11,QR,Transport,367.74,success
T578433,U0439,2025-03-29,UPI,Gaming,151.6,success
T722991,U0439,2025-03-27,QR,Transport,8.47,success
T671530,U0439,2025-01-09,QR,Shopping,140.33,success
T207713,U0439,2025-05-03,FamCard,Transport,408.43,success
T344249,U0439,2025-03-05,QR,Entertainment,838.99,success
T767579,U0439,2025-01-06,QR,Entertainment,1221.25,success
T238883,U0439,2025-03-19,FamCard,Food,143.75,success
T451074,U0439,2025-02-28,UPI,Transport,458.81,success
T478704,U0439,2025-03-19,QR,Transport,164.7,failed
T273651,U0440,2024-05-19,QR,Shopping,150.31,pending
T775241,U0440,2024-01-11,QR,Education,354.16,failed
T502844,U0440,2024-02-07,QR,Entertainment,577.17,success
T197866,U0440,2024-06-09,UPI,Shopping,643.0,success
T463981,U0440,2024-04-19,UPI,Education,354.79,success
T936419,U0440,2024-06-15,QR,Transport,340.89,success
T917641,U0440,2024-01-16,UPI,Entertainment,113.64,success
T518164,U0440,2024-04-25,FamCard,Food,322.41,pending
T722085,U0440,2024-06-08,UPI,Entertainment,1078.2,success
T487790,U0440,2024-02-01,QR,Gaming,127.27,success
T301991,U0440,2024-03-26,FamCard,Entertainment,178.1,success
T316389,U0440,2024-05-15,UPI,Entertainment,865.9,success
T297642,U0440,2024-05-13,QR,Gaming,108.14,success
T662460,U0440,2024-04-23,FamCard,Food,150.83,success
T736656,U0440,2024-06-11,UPI,Transport,364.31,success
T510112,U0440,2024-03-26,QR,Entertainment,306.16,success
T817750,U0440,2024-06-27,FamCard,Entertainment,90.57,success
T345642,U0445,2024-12-15,FamCard,Gaming,511.78,success
T543217,U0445,2024-10-23,FamCard,Shopping,502.75,success
T170566,U0445,2024-07-03,UPI,Gaming,39.06,success
T834954,U0445,2024-09-18,FamCard,Food,226.29,success
T500028,U0445,2024-12-03,QR,Shopping,398.28,success
T899046,U0445,2024-12-20,QR,Education,89.73,success
T479549,U0445,2024-11-07,QR,Transport,46.21,success
T729599,U0445,2024-07-06,UPI,Shopping,456.45,success
T591892,U0445,2024-08-07,FamCard,Education,631.4,success
T866855,U0445,2024-11-04,UPI,Entertainment,136.5,success
T363652,U0445,2024-09-14,QR,Shopping,432.65,success
T241388,U0445,2024-07-11,FamCard,Education,2.56,failed
T603102,U0445,2024-09-07,UPI,Transport,23.9,failed
T620307,U0445,2024-09-29,FamCard,Gaming,9.99,success
T321938,U0445,2024-11-02,UPI,Food,267.76,success
T589047,U0445,2024-07-02,QR,Entertainment,26.45,success
T311714,U0445,2024-11-25,UPI,Entertainment,526.06,failed
T372239,U0445,2024-11-13,QR,Transport,263.6,success
T140801,U0445,2024-07-27,UPI,Food,21.64,success
T701199,U0445,2024-08-07,FamCard,Entertainment,114.22,success
T982499,U0445,2024-07-22,QR,Education,383.66,success
T526361,U0445,2024-10-11,FamCard,Food,4.21,success
T865072,U0447,2024-09-27,QR,Shopping,23.03,failed
T910576,U0447,2024-06-07,FamCard,Food,130.55,success
T501465,U0447,2024-09-10,FamCard,Education,499.14,success
T554187,U0447,2024-07-22,UPI,Entertainment,128.17,success
T588314,U0447,2024-07-23,UPI,Transport,7.58,success
T654096,U0447,2024-08-10,UPI,Entertainment,159.37,success
T416858,U0447,2024-06-05,QR,Transport,346.26,success
T240357,U0447,2024-09-01,QR,Education,551.08,success
T676682,U0447,2024-09-10,FamCard,Entertainment,189.89,success
T741948,U0447,2024-07-22,FamCard,Shopping,44.58,success
T902400,U0447,2024-06-19,QR,Gaming,501.11,success
T357061,U0447,2024-10-04,UPI,Food,694.91,success
T601362,U0447,2024-08-23,UPI,Shopping,227.99,success
T406674,U0447,2024-07-29,QR,Food,168.86,success
T635995,U0447,2024-06-07,UPI,Food,32.91,success
T365397,U0447,2024-11-08,UPI,Entertainment,1759.15,success
T964257,U0447,2024-08-22,FamCard,Transport,277.05,success
T895644,U0447,2024-09-26,QR,Gaming,15.66,pending
T580678,U0447,2024-06-25,UPI,Food,921.75,success
T872458,U0447,2024-10-17,UPI,Food,36.49,success
T547250,U0447,2024-10-27,FamCard,Entertainment,71.13,success
T405142,U0447,2024-08-05,UPI,Entertainment,81.53,success
T507085,U0447,2024-10-30,FamCard,Education,275.79,success
T301047,U0447,2024-07-22,QR,Shopping,476.98,success
T888734,U0449,2024-11-22,FamCard,Education,342.87,failed
T756270,U0449,2024-11-06,FamCard,Gaming,38.13,pending
T110488,U0449,2024-10-09,QR,Education,1201.2,failed
T462746,U0449,2025-02-28,UPI,Gaming,217.32,success
T905979,U0449,2025-03-14,UPI,Shopping,428.4,success
T356260,U0449,2025-02-10,QR,Gaming,24.78,failed
T614255,U0449,2025-02-15,QR,Education,352.61,success
T988326,U0449,2025-02-12,QR,Food,6.5,success
T201174,U0449,2024-12-08,UPI,Transport,670.59,success
T713030,U0449,2024-10-21,UPI,Gaming,29.53,success
T462384,U0449,2025-03-11,UPI,Gaming,123.3,success
T417631,U0449,2024-12-04,QR,Food,249.96,success
T767014,U0449,2025-02-26,FamCard,Food,254.54,success
T634723,U0449,2025-03-28,UPI,Shopping,231.95,failed
T334186,U0449,2024-10-17,UPI,Transport,645.39,success
T136244,U0449,2025-01-24,UPI,Food,20.49,failed
T466859,U0449,2024-10-13,FamCard,Gaming,825.97,success
T248412,U0449,2025-01-12,UPI,Transport,261.4,success
T572274,U0449,2024-11-27,QR,Education,5.19,success
T926771,U0449,2024-12-24,QR,Education,48.48,success
T675745,U0456,2024-06-01,FamCard,Food,1135.25,success
T393225,U0456,2024-04-04,FamCard,Food,76.98,failed
T392868,U0456,2024-09-13,QR,Transport,1203.08,success
T399970,U0456,2024-03-29,QR,Transport,45.14,success
T285321,U0456,2024-09-10,FamCard,Food,593.64,success
T953227,U0456,2024-03-26,FamCard,Gaming,49.79,success
T557465,U0456,2024-06-02,QR,Food,698.65,success
T576737,U0456,2024-05-07,QR,Gaming,428.27,success
T923341,U0456,2024-08-12,QR,Transport,266.11,pending
T591160,U0456,2024-03-26,FamCard,Shopping,140.01,success
T597687,U0456,2024-05-10,QR,Shopping,66.27,success
T810023,U0456,2024-07-19,FamCard,Food,535.78,success
T844204,U0456,2024-07-14,QR,Gaming,386.25,success
T937339,U0456,2024-05-17,FamCard,Food,96.32,failed
T168757,U0456,2024-05-01,UPI,Food,119.23,success
T201495,U0458,2025-02-23,UPI,Gaming,316.9,success
T477535,U0458,2024-10-09,QR,Food,715.49,failed
T728222,U0458,2024-11-29,UPI,Transport,203.9,success
T740693,U0458,2025-01-12,UPI,Food,348.75,success
T947232,U0458,2024-09-21,UPI,Education,22.87,success
T976010,U0458,2025-02-14,FamCard,Transport,702.4,success
T267055,U0458,2024-12-19,QR,Entertainment,307.06,success
T512253,U0458,2025-01-06,QR,Entertainment,62.89,success
T536345,U0458,2024-10-12,QR,Entertainment,703.33,success
T900643,U0458,2025-02-02,FamCard,Entertainment,735.85,success
T794977,U0458,2025-02-05,UPI,Gaming,564.12,success
T486657,U0458,2024-11-12,UPI,Transport,306.23,success
T340138,U0458,2024-12-26,FamCard,Shopping,157.21,failed
T729479,U0458,2024-09-17,UPI,Transport,219.41,success
T901922,U0458,2025-02-14,UPI,Education,961.29,success
T949508,U0458,2024-11-24,QR,Transport,172.01,failed
T930810,U0458,2024-11-17,UPI,Gaming,846.25,success
T128383,U0458,2025-01-04,UPI,Transport,313.76,pending
T400049,U0458,2025-01-05,QR,Shopping,19.97,success
T494426,U0458,2024-10-16,QR,Transport,254.4,success
T276875,U0459,2024-08-15,QR,Shopping,314.56,success
T173400,U0459,2024-07-05,QR,Shopping,362.64,failed
T913569,U0459,2024-04-04,UPI,Education,86.4,success
T784260,U0459,2024-07-18,QR,Food,37.31,success
T666726,U0460,2024-08-16,QR,Shopping,85.28,success
T496417,U0460,2024-07-04,QR,Shopping,614.45,success
T172026,U0460,2024-11-03,QR,Education,199.52,failed
T878922,U0460,2024-09-17,QR,Entertainment,245.49,success
T889740,U0460,2024-08-11,UPI,Gaming,613.79,success
T479811,U0461,2024-08-22,QR,Education,290.28,success
T689724,U0461,2024-07-27,QR,Transport,757.38,success
T923911,U0462,2025-01-26,FamCard,Gaming,177.93,success
T138637,U0462,2025-03-31,UPI,Gaming,191.78,failed
T772282,U0462,2025-02-23,QR,Shopping,1990.19,success
T704419,U0462,2025-05-09,UPI,Transport,384.22,success
T595057,U0462,2025-06-05,QR,Shopping,24.29,success
T431807,U0462,2025-06-17,QR,Shopping,157.13,success
T228578,U0462,2025-03-07,FamCard,Entertainment,407.34,success
T379389,U0462,2025-03-14,QR,Gaming,488.15,success
T984382,U0462,2025-02-18,FamCard,Gaming,57.24,success
T306176,U0462,2025-06-16,UPI,Food,1055.67,success
T777304,U0462,2025-06-11,FamCard,Transport,80.62,success
T875927,U0462,2025-01-05,UPI,Entertainment,919.87,success
T814100,U0466,2024-12-14,FamCard,Education,498.14,success
T801186,U0466,2024-11-02,QR,Gaming,1483.0,success
T172170,U0466,2025-03-06,FamCard,Shopping,141.78,failed
T333730,U0466,2025-04-20,FamCard,Education,176.18,failed
T505526,U0466,2024-12-15,FamCard,Shopping,9.71,success
T598778,U0466,2024-12-19,UPI,Entertainment,26.1,success
T769709,U0466,2024-12-10,QR,Entertainment,421.48,success
T147885,U0466,2024-12-13,FamCard,Gaming,82.69,success
T270512,U0466,2024-11-25,FamCard,Gaming,1023.17,success
T137295,U0466,2025-03-12,QR,Shopping,133.54,success
T289128,U0466,2024-12-02,QR,Gaming,591.14,pending
T272926,U0466,2025-02-23,FamCard,Entertainment,111.77,success
T423846,U0467,2024-08-05,UPI,Entertainment,94.95,success
T536457,U0467,2024-07-09,FamCard,Gaming,75.63,failed
T983827,U0467,2024-06-22,UPI,Gaming,183.37,success
T296620,U0467,2024-11-29,QR,Shopping,412.19,success
T926698,U0467,2024-11-18,QR,Shopping,1005.75,success
T964494,U0467,2024-09-09,QR,Gaming,382.39,success
T517030,U0467,2024-07-08,UPI,Food,576.22,failed
T443149,U0467,2024-09-01,FamCard,Entertainment,542.77,success
T339470,U0467,2024-07-24,FamCard,Entertainment,37.61,failed
T511152,U0467,2024-06-17,FamCard,Education,342.64,failed
T742493,U0467,2024-08-22,FamCard,Gaming,403.69,success
T505738,U0467,2024-11-05,UPI,Food,329.16,success
T483916,U0468,2025-01-15,FamCard,Education,198.69,failed
T827016,U0468,2025-02-27,QR,Entertainment,493.33,success
T522709,U0468,2025-01-01,QR,Shopping,58.43,success
T838091,U0468,2025-03-23,FamCard,Transport,134.4,success
T982865,U0468,2024-12-09,FamCard,Education,245.59,failed
T591815,U0468,2024-11-03,UPI,Transport,6.34,success
T715028,U0468,2024-12-04,UPI,Shopping,185.26,failed
T612314,U0468,2024-11-05,UPI,Entertainment,96.53,success
